"TR:SNUC2B:CellLine","TR:PLX","TR:EGF","TR:HGF","TR:IGF1","TR:TGFb","TR:TNFa","TR:IKKi","TR:MEKi","TR:PI3Ki","TR:BRAFi","TR:TAK1i","TR:TBK1i","TR:mTORi","DA:ALL","DV:AKT","DV:EGFR","DV:ERK","DV:GSK3","DV:IkBa","DV:JNK","DV:MEK","DV:PI3K","DV:RPS6","DV:RSKp90","DV:SMAD2","DV:cJun","DV:mTOR","DV:p38","DV:TAK1","DV:TGFRb","DV:IRS1","DV:M3K1","DV:MP2K4","DV:S6K","DV:TBK1","DV:IKK","DV:RASK","DV:BRAF","DV:PAK1"
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0.488092679829499,0.513065503914373,0.441747734750316,0.0991401246491738,0.459496848173162,0.5,0.569550975942951,NA,0,0.309524068636098,0.471106636607962,0.44371739390258,0.480939227950236,0.271175541300937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,0.481014261412486,0.545473894543921,0.421378856649796,0.134524766737353,0.413918310660841,0.589399782202929,0.673845205973858,NA,0.074275397864085,0.454759553740576,0.440071132163398,0.458484378735918,0.344387297808522,0.334842105922469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0.625241973394368,0.504415521198412,0.755846071521294,0.628697820858056,0.536445694495452,0.448994307242437,0.534300305467874,NA,0.484716711750723,0.470294539066043,0.620477702718899,0.698075946479464,0.512252169708259,0.716298098512946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,1,0,0,0,0,30,0.310590323141492,0.457207662048105,0.334467214871498,0.138085934795579,0.437420208561578,0.5,0.50696427657902,NA,0.0559270954948772,0.309524068636098,0.370110942505039,0.428432164707413,0.22103015539887,0.271175541300937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,0.437856068490219,0.504415521198412,0.421378856649796,0.15497294742707,0.413918310660841,0.665980874370111,0.521202452914805,NA,0.02650941993654,0.309524068636098,0.609874917088849,0.458484378735918,0.232778746932665,0.271175541300937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,0.385228758059714,0.513065503914373,0.379067138644045,0,0.413918310660841,0.392610129797277,0.501928931577029,NA,0.00546138044729699,0.217479543510457,0.236746448775949,0.428432164707413,0.316713388638648,0.271175541300937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.385228758059714,0.407691769291613,0.379067138644045,0.125325024880295,0.425858823932359,0.5,0.56086799482287,0.549211156175144,0.124270127364072,0.298895314220373,0.319593429444499,0.44371739390258,NA,0.334842105922469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,0.538278739992118,0.467230872763538,0.5,0.138085934795579,0.413918310660841,0.5,0.984817586765414,0.942297924518042,0.131963186681204,0.164288583531621,0.527027936420444,0.428432164707413,NA,0.39378813780033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,0.481014261412486,0.545473894543921,0.461625748420685,0.0903168682907083,0.413918310660841,0.392610129797277,0.803230451953364,0.524967477014605,0.131963186681204,0.387346605762379,0.513731973259953,0.486596347530767,NA,0.448665580588045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,0,1,30,0.54934500581163,0.457207662048105,0.421378856649796,0.734755221297397,1,0.392610129797277,0.769829319014442,0.42028748665279,0.294335588050542,0.288037967005651,0.388726792254161,1,NA,0.54822127480083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,0.454459125473458,0.486370345915881,0.334467214871498,0.670818441934655,0.553386099055925,0.329577982118377,0.723581095571179,0.233661741648768,0.264088271291329,0.217479543510457,0.587828370987201,0.730356218228855,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0.429104235793601,0.486370345915881,0.379067138644045,0.487583788143576,0.459496848173162,0.392610129797277,0.839298021336617,0.524967477014605,0.161180518648089,0.288037967005651,0.423645981372859,0.486596347530767,NA,0.201966045308919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.935298658713152,0.508770136711424,0.571775480409851,0.629400748876894,0.607148195076565,0.475104593974963,NA,0.391933979231141,0.563400761312003,0.413692436465868,0.552416780092241,0.714515042136647,0.540020433981898,0.822509960712617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0.792047063378163,0.779340056394604,0.698934013958753,0.536293675197168,0.518678608472073,0.589399782202929,NA,0.42028748665279,0.498637280367701,0.648828718688113,0.53991472743049,0.698075946479464,0.524163956968498,0.716298098512946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,0.627206464924994,0.467230872763538,0.379067138644045,0.331506829162094,0.413918310660841,0.448994307242437,NA,0.813374254995978,0.188190587331799,0.579878943990817,0.455876315908242,0.605046414083137,0.447158242275203,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,1,0,0,0,0,0,30,0.89928769874699,0.638215636641358,0.782894319315188,0.574081793375495,0.641205992306734,0.792485445130817,NA,1,0.529989902787968,0.754995764334336,0.67900827989851,0.788520401052359,0.490575515870679,0.886176525334148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,1,0.56051028961925,0.755846071521294,0.689398500025615,0.722464392217027,0.732962521316879,NA,0.66088991849316,0.629757042888339,0.592044525125641,0.87810985863155,0.788520401052359,0.669699019129167,0.973034453815151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,0.410583647739572,0.389296005833749,0.237308265538354,0.222571688522309,0.437420208561578,0.258118026847103,NA,0.524967477014605,0.0652188768940239,0.309524068636098,0.485802448412314,0.486596347530767,0.20895057444988,0.201966045308919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.511345819240557,0.457207662048105,0.400494256338211,0.591217464866479,0.607148195076565,0.421544458554369,0.662747001122381,0.300605329593658,0.421197189457288,0.319933657783831,0.520432718814602,0.625309804145718,0.39290250288244,0.657352066635086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0.498334603207241,0.567768186719013,0.668934429742996,0.589501465943131,0.5,0.5,0.729732324688038,0.42028748665279,0.398449795364828,0.567412947978197,0.598996703850788,0.56145162736912,0.215032900066638,0.593685502013554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0.429104235793601,0.425074395287197,0.334467214871498,0.107579637503724,0.480311257653875,0.448994307242437,0.689197313095474,0.524967477014605,0.146870071549235,0.48536572354375,0.440071132163398,0.56145162736912,0.255352209620707,0.39378813780033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0.3507917008665,0.376408313593561,0.287317373612083,0.203387865488676,0.437420208561578,0.392610129797277,0.74604902856705,0.617990855435104,0.100145472732085,0.387346605762379,0.370110942505039,0.56145162736912,0.113267341210399,0.334842105922469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,0.379820690555736,0.425074395287197,0.379067138644045,0.611631473847766,0.553386099055925,0.448994307242437,0.691220031070908,0.362585411170832,0.563400761312003,0.265596619702606,0.67900827989851,0.663210596906641,0.454130701044499,0.39378813780033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0.498334603207241,0.436152887049824,0.461625748420685,0.601530815966911,0.585071555465233,0.629059013423552,0.7715609309465,0.362585411170832,0.50673679931493,0.330132937748429,0.587828370987201,0.605046414083137,0.410486610851873,0.39378813780033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0.356884402903575,0.446855763516125,0.262691734461646,0.0713673685148003,0.425858823932359,0.448994307242437,0.416626092123314,0.5,0.188190587331799,0.253990426090313,0.379522297281101,0.44371739390258,0.0646723674147823,0.303645659162536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,0.338123045568829,0.62652153606631,0.184070591111443,0.0663260925096237,0.413918310660841,0.5,0.847699573419925,0.66088991849316,0.0917282968330434,0.626875382237332,0.513731973259953,0.51300348309359,0.271535140221339,0.271175541300937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,0.374288288832589,0.318848555911404,0.184070591111443,0.254113072074899,0.437420208561578,1,0.534300305467874,0.813374254995978,0.131963186681204,0.438731312697115,0.660392430149389,0.537900792760923,0.260814662680801,0.271175541300937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,1,0,0,0,0,0,0,30,0.742987565150362,0.608125772608447,0.727880761209617,0.612552004650949,0.553386099055925,0.665980874370111,0.580586783920026,0.701695492677672,0.667445918636812,0.579878943990817,0.761388124252283,0.625309804145718,0.746131284367121,0.716298098512946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,0.898021122791409,0.771911369665739,0.809083745948205,0.559354226821483,0.536445694495452,0.629059013423552,0.615352625408236,0.880317842940868,0.19463604947678,0.680066342216169,1,0.698075946479464,0.884112803124895,0.54822127480083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,0.317774405173494,0.63242272880322,0.237308265538354,0.193034572838042,0.413918310660841,0.448994307242437,0.57331288416324,0.572771823155608,0.0559270954948772,0.615530024170345,0.790281487644349,0.486596347530767,0.477678400324325,0.334842105922469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0.442115451826863,0.521484792707497,0.481036000439763,0.51574470083466,0.518678608472073,0.629059013423552,0.865956987483571,0.447711201462662,0.563400761312003,0.528054283052358,0.59344976629831,0.549835356705032,0.418076132278448,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,0.400759880637461,0.723245287973635,0.637802521876565,0.589156437916569,0.518678608472073,0.732962521316879,0.895468522758407,0.474264173488848,0.570171565424856,0.763625840933608,0.564556402906243,0.663210596906641,0.386877156438923,0.636690971680829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,1,0,0,0,0,0,0,0,0,0,30,0.29554486949994,0.457207662048105,0.184070591111443,0.269049533474706,0.413918310660841,0.546564549246051,0.775931286278122,0.362585411170832,0.161180518648089,0.387346605762379,0.440071132163398,0.486596347530767,0.190168151495545,0.334842105922469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,1,0,0,0,0,0,0,0,30,0.271050978506258,0.495521845209607,0,0.148393394831281,0.388794347592049,0.5,0.787492293423748,0.572771823155608,0.17494042547399,5.55111512312578e-17,0.308715216206438,0.51300348309359,0.226944687326787,0.334842105922469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,1,0,0,0,0,0,0,0,0,30,0.344540729257147,0.446855763516125,0.5,0.610397268010449,0.480311257653875,0.629059013423552,0.821441619587175,0.42028748665279,0.604265300651805,0.567412947978197,0.705466824439917,0.625309804145718,0.260814662680801,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0.243778557756111,0.318848555911404,0.127158533548902,0.344113741646177,0.413918310660841,0.5,0.480078415238461,0.233661741648768,0.131963186681204,0.07224405840493,0.286072530982792,0.458484378735918,0,0.201966045308919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.638668101385767,0.441549678626035,0.184070591111443,0.558951156658215,0.470052747502342,0.329577982118377,0.889773715706603,0.267803150149971,0.445763829489642,0.309524068636098,0.36048321590149,0.525630000058283,0.304633807689361,0.524476006021811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0.3507917008665,0.52968537375431,0.379067138644045,0.252162520844559,0.5,0.5,0.950840353071882,0.777779590927923,0.200967426632146,0.454759553740576,0.5,0.537900792760923,0.149938972631947,0.448665580588045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.415349127742543,0.513065503914373,0.461625748420685,0.587770159066409,0.553386099055925,0.629059013423552,1,0.74060243184037,0.501357548008354,0.737280010230118,0.640910421533384,0.605046414083137,0.532885547798356,0.753300464720598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,1,0,0,30,0.433519935391733,0.521484792707497,0.287317373612083,0.49389116850278,0.437420208561578,0.392610129797277,0.957924563336873,0.474264173488848,0.429574937032895,0.288037967005651,0.423645981372859,0.486596347530767,0.196520812372927,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0.511345819240557,0.567768186719013,0.536668154486995,0.565692037786981,0.459496848173162,0.5,0.997359169772336,0.617990855435104,0.514656978301397,0.470294539066043,0.564556402906243,0.486596347530767,0.524163956968498,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,0.390517957259749,0.446855763516125,0.461625748420685,0.705028112242598,0.518678608472073,0.546564549246051,0.9447216307989,0.474264173488848,0.608307303780938,0.541517672581256,0.485802448412314,0.56145162736912,0.432863693062161,0.593685502013554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
