"TR:HCT116:CellLine","TR:PLX","TR:EGF","TR:HGF","TR:IGF1","TR:TGFb","TR:TNFa","TR:IKKi","TR:MEKi","TR:PI3Ki","TR:BRAFi","TR:TAK1i","TR:TBK1i","TR:mTORi","DA:ALL","DV:AKT","DV:EGFR","DV:ERK","DV:GSK3","DV:IkBa","DV:JNK","DV:MEK","DV:PI3K","DV:RPS6","DV:RSKp90","DV:SMAD2","DV:cJun","DV:mTOR","DV:p38","DV:TAK1","DV:TGFRb","DV:IRS1","DV:M3K1","DV:MP2K4","DV:S6K","DV:TBK1","DV:IKK","DV:RASK","DV:BRAF","DV:PAK1"
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0.118395436318943,0.439330290545238,0.281728157265134,0.5,0.320370616126098,0.379776389564847,0.564104029621596,NA,0.225059314921695,0.291863267338712,0.299008211016899,0.575018617226934,0.474903329615297,0.246623179277601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,0.151684893993177,0.921533705359979,0.313147336958021,0.582733886989981,0.367980090645871,0.397998832469163,0.657638180802108,NA,0.25678813281844,0.440427175128353,0.345396821923753,0.611940259303539,0.582570883655616,0.312647141971483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0.135211480435294,0.45830463429738,0.32462738599639,0.631585326861353,0.361728734087206,0.462187314287757,0.591608822776113,NA,0.213157552252605,0.388935142244593,0.338111857421924,0.438058130388934,0.367889949093716,0.327182416926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,1,0,0,0,0,30,0.189294777937008,0.475872132690359,0.307190200267148,0.623568205843712,0.610874062269298,0.469394628406019,0.637122394820162,NA,0.285289759500466,0.423167454350251,0.444012194981993,0.747471769546814,0.583910556022904,0.327182416926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,0.174052818800278,0.45830463429738,0.33557328195129,0.471231872046716,0.334960761670646,0.379776389564847,0.626270896847686,NA,0.282486734890213,0.319676304013757,0.345396821923753,0.520423708368541,0.431434100593042,0.281375858661083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,0.268565691422676,0.563367700523348,0.592281206302824,0.65365380593483,0.594591081872837,0.607072930036959,0.737806696763822,NA,0.422655451862724,0.620041111571556,0.61696095976623,0.722646163280636,0.589227960831759,0.648381490574161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.112452543241548,0.467251082728306,0.278342568913711,0.324181222917392,0.26572613089034,0.350390807071451,0.666843791630842,0.198493962890686,0.228863480104199,0.314343199520463,0.268527102392994,0.386052855022416,NA,0.23252520609563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,0.139461781054045,0.7125761350869,0.301078315571627,0.32363726630244,0.327776237227899,0.462187314287757,0.725733617753259,0.286736526443915,0.251861036504701,0.376461340164632,0.281942835249758,0.440429196633166,NA,0.305117812216263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,0.0811045725081414,0.396110464622497,0.245457376185122,0.371373529163096,0.296679664385549,0.454818024571371,0.603990471905198,0.108454039009288,0.241598024857809,0.279862123744417,0.263928907883693,0.263980790765401,NA,0.217760944639498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,0,1,30,0.0974061880515408,0.439330290545238,0.313147336958021,0.384694629757773,0.475631902229976,0.329227361567958,0.469418082760883,0.256833461208991,0.217209834107234,0.40469980754257,0.359493272277844,0.473851543970856,NA,0.2894919530305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,0.0894252379499734,0.43433952205579,0.260642924338801,0.403909955562555,0.38001578329138,0.406743873165125,0.622919544733857,0.150967715762637,0.093926728469442,0.372168892841848,0.330659407885498,0.460940351638377,NA,0.2894919530305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0.343443023867033,0.528768924562661,0.703319002865624,0.689952324744129,0.659576810688816,0.943027967255348,0.980553596827646,0.495730047706931,0.534423404434155,0.782803251188142,0.752529055332819,0.735751574277187,NA,0.682062751625559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.484973593397396,0.467251082728306,0.321809456134956,0.71420056817668,0.358541088865398,0.536814647796387,NA,0.399199259043666,0.230736838827503,0.356570618784272,0.341774803486776,0.487219928278615,0.566161115335165,0.297402554419413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0.854358294292371,1,0.58866122211724,0.74170651724352,0.592172330902025,0.689483854759869,NA,0.487052149243582,0.54849783281924,0.701011673682319,0.689296797312181,0.653329972765946,0.773444813893505,0.66807002250138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,0.719169164302371,0.480067866067088,0.487720988120712,0.480464994988908,0.494591599454798,0.767000366356355,NA,0.430657265417516,0.528481941297978,0.634847591810368,0.535938024900686,0.522211123251989,0.5,0.554231919277949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,1,0,0,0,0,0,30,0.508777310178279,0.45830463429738,0.340861017535109,0.628129182328842,0.632376184320498,0.582771474062982,NA,0.376776450324474,0.21920341058714,0.433658094143607,0.459575212865803,0.664459840252635,0.69526255766269,0.347791120173421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,0.32562221608257,0.424031256805565,0.253172635608059,0.521334617291285,0.334960761670646,0.415261744061848,NA,0.340617341536958,0.144614526933965,0.247230549483165,0.416288704843297,0.272524171436381,0.165898877730143,0.246623179277601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,0.94274882578286,0.717209235279975,0.769322258704338,0.634318366145249,0.761406444099469,0.804983888016131,NA,0.796331360836431,0.642353942751269,0.723669429848329,0.8568785116435,0.530986836159431,0.586577464350981,0.790757711556233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.326835287990026,0.453701523698524,0.264290971537522,0.608088666901822,0.312729857052459,0.306603247316254,0.833202630570317,0.150967715762637,0.00940019129530884,0.337536813329308,0.294825349399418,0,0.405917956315371,0.212680311314089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0.707905074812138,0.78463913858697,0.346032529687262,0.690228098025271,0.374073167885818,0.397998832469163,0.95623782059844,0.272061937402151,0.101535851256407,0.494612472313452,0.323031590599296,0.0835584092330705,0.48511814005791,0.246623179277601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0.722925917001608,0.449007256494963,0.330163978641756,0.673742539665822,0.407708793474014,0.350390807071451,0.674156541331563,0.189426014396388,0.147549983255456,0.474840047907378,0.315219952906767,0.106807134003762,0.493449237694146,0.237295559292017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0.292075132911175,0.424031256805565,0.281728157265134,0.512897214553969,0.61533092474824,0.29467758428685,0.795397212537771,0.241007639642357,0.00631916868501575,0.330029775867383,0.307215415906199,0.0401263186817897,0.254888527270969,0.227680890994167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,0.291109668587155,0.424031256805565,0.294803428216604,0.568765986101614,0.334960761670646,0.318110378582753,0.793441081622203,0.130270526462605,5.55111512312578e-17,0.297665252407611,0.330659407885498,0.0669565191885507,0.179793770418809,0.217760944639498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0.978100034123463,0.521897349310498,0.4124402293537,0.616395445200457,0.471653899332978,0.521974124758894,0.885773017961595,0.399199259043666,0.270833088893248,0.719058313585075,0.379551253452151,0.250675227697198,0.438990510531183,0.444256158989783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0.409172504324857,0.5574410731504,0.591381418089814,0.575841330946882,0.501776123897862,0.561944183987745,0.449658495602028,0.464504008414018,0.508381247357715,0.657816828476044,0.549651072161326,0.406661070680918,0.630758627845567,0.547288254296244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,0.558228459032871,0.889047794844039,0.770167122560657,0.833808301141227,0.825471851734136,0.839020890224144,0.664881712198924,0.816212560520986,0.673240154978294,0.852973937282518,0.892072179667122,0.680393670615437,0.758546129235156,0.904288301356594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,0.628231944315134,0.583016447994138,0.657715211818851,0.602595034282898,0.678981460562585,0.693107312531077,0.503159301090782,0.678888808699664,0.678544162538394,0.750795912965516,0.729136351587001,0.525753289127012,0.66753438997682,0.708297908041668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,1,0,0,0,0,0,0,30,0.486938495649135,0.627132504652688,0.74621823159688,0.722143424556357,0.798160865332301,0.988492868733501,0.525695177162571,0.796331360836431,0.631820201029403,0.906646210416994,0.88122037883423,0.663365850251339,0.71147922399647,0.736357320446903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,0.475219264762897,0.580307244251644,0.693012494072938,0.624979905576875,0.716563679170868,0.786541782542495,0.592952386974493,0.766741698899551,0.532955699023766,0.756911546184247,0.801912933289763,0.542843747835298,0.643757549998378,0.677467785503662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,0.934495718353512,0.706254353850587,0.928145429074287,0.676368362548047,0.810246937650814,0.82965112159884,0.856027171251869,1,0.613381497655907,0.870579105910192,0.853890773650242,0.458731565313715,0.741261059825669,0.822871493899542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0.488001994890234,0.533794966134306,0.541343190638963,0.639201751558098,0.565189767569823,0.648804560852535,0.854084983520437,0.487052149243582,0.527156609794409,0.593353789582823,0.551563569022062,0.546963731834967,0.65354016615292,0.598944073393428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,0.522287031297307,0.906879713506998,0.633377404516998,0.66205553444404,0.61970674885752,0.685819910589291,0.919825836533619,0.656465999980471,0.505202131795044,0.598911462099016,0.668707829487323,0.566730132581046,0.691111158594366,0.704075518580564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,1,0,0,0,0,0,0,0,0,0,30,0.716110905519328,0.627132504652688,0.885246200343031,0.793589604796527,0.816069730452465,0.989953537481711,0.926409691512387,0.842496707092246,0.671496478801774,0.852973937282518,0.912743230742793,0.803961673321523,0.721313083112716,0.99917449868728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,1,0,0,0,0,0,0,0,30,0.455791337138585,0.569149761496041,0.575533831478706,0.644978885360953,0.695359458541305,0.597567348779777,0.693145705446732,0.730033974492216,0.444017250112913,0.665049601296126,0.717918371403655,0.435667548976747,0.323736053132191,0.610625884998892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,1,0,0,0,0,0,0,0,0,30,0.471408108437124,0.596116617795042,0.730783562899537,0.7274701294208,0.74133951792928,0.736894872286502,0.954293759751215,0.863738807649034,0.566878598117256,0.748725473379564,0.798370086248155,0.684499095882047,0.82302439706905,0.710387896202774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1,0,0,0,0,0,0,0,0,0,0,30,1,0.73910658458998,1,1,1,1,1,0.992550433461387,0.709838291819818,1,1,0.959669791342162,0.804192793530385,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.691383716490224,0.426650650830363,0.202558147453865,0.384694629757773,0.230195505780905,0.458523370117178,0.736446133632593,0.241007639642357,0.0818969014700975,0.406605806392606,0.294825349399418,0.255178480723857,0.229763142307853,0.241994175129698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0.910696864351223,0.972484772924371,0.416266237733718,0.669903471602451,0.467609036122662,0.597567348779777,0.90756951277002,0.450344424836218,0.327438769291075,0.569873459448956,0.454470110860626,0.488223224619735,0.640251118266526,0.429255579310355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.841051896230735,0.429241417024964,0.307190200267148,0.607525577082339,0.374073167885818,0.469394628406019,0.76480313308258,0.440620900687166,0.298705448825619,0.497319980088324,0.398440126767915,0.322660233332165,0.480041016604882,0.327182416926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,1,0,0,30,0.632667701201699,0.449007256494963,0.202558147453865,0.480464994988908,0.320370616126098,0.389014172039163,0.742634928696464,0.241007639642357,0.0183489956843603,0.314343199520463,0.254532096971904,0.33309682921005,0.335801388820072,0.217760944639498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0.505248801912648,0.449007256494963,0.161533783871384,0.347577855689659,0.230195505780905,0.360481436819058,0.498124773844849,0.189426014396388,0.035052489149179,0.209988664296193,0.179803870134251,0.148371346720095,5.55111512312578e-17,0.150548949848394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,0.807061549713849,0.507526116157393,0.526380564653385,0.511823528488798,0.534795452873171,0.545406919054866,0.737966328608903,0.399199259043666,0.397003154008596,0.613184110621228,0.519520983904748,0.391692915769897,0.411941891138728,0.502035525538653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
