"TR:CAR1:CellLine","TR:PLX","TR:EGF","TR:HGF","TR:IGF1","TR:TGFb","TR:TNFa","TR:IKKi","TR:MEKi","TR:PI3Ki","TR:BRAFi","TR:TAK1i","TR:TBK1i","TR:mTORi","DA:ALL","DV:AKT","DV:EGFR","DV:ERK","DV:GSK3","DV:IkBa","DV:JNK","DV:MEK","DV:PI3K","DV:RPS6","DV:RSKp90","DV:SMAD2","DV:cJun","DV:mTOR","DV:p38","DV:TAK1","DV:TGFRb","DV:IRS1","DV:M3K1","DV:MP2K4","DV:S6K","DV:TBK1","DV:IKK","DV:RASK","DV:BRAF","DV:PAK1"
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0.450008011025974,0.420143900282344,0.128109619333093,0.38565059401834,0.366953305124095,0.494568804878427,NA,0.135095032201629,0.313356000263593,0.419149782113781,0.42212622459784,0.341793796111929,0.380540301916318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,0.141436998461119,0.955499314037507,0.808080426474881,0.839553569829226,0.578374950935259,0.568502682328423,0.863926917479524,NA,0.652450973223208,0.584603645266806,0.55865706765583,0.647345376564429,0.617376776656495,0.588982112260186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0.0108254856054971,0.489687217731589,0.438851861630648,0.27680491925746,0.422489667985396,0.395524079076116,0.504511905634968,NA,0.129967916621518,0.330770553369181,0.447115294767114,0.464194526610975,0.542312277530937,0.410039098682088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,1,0,0,0,0,30,0.0108254856054971,0.498556781120564,0.461076005333542,0.282760873575803,0.465019169215257,0.420273209202879,0.529813464371873,NA,0.119336912675684,0.346861156638985,0.46055808720168,0.59358753473568,0.52898665169494,0.395843322637935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,0.0108254856054971,0.477259551401275,0.442754467220595,0.251157748172259,0.388018397305932,0.395524079076116,0.505762892456418,NA,0.172273028540305,0.336271063438376,0.786862650775596,0.445676713610234,0.377883604320677,0.400690219646667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,0.114661147188686,0.495640855953424,0.726197271148238,0.73774917010208,0.512926773773826,0.51587565067873,0.775276884053421,NA,0.405879930703016,0.493640431019544,0.509666007296507,0.601654388033713,0.566816164516623,0.516597715191033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0292454808310124,0.482004775364676,0.516031459482151,0.211562720165638,0.43024396425391,0.378915078505048,0.698504464454609,0.402145617735862,0.176504081066745,0.341632305018196,0.38904619773796,0.508131273117571,NA,0.414551696395518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,0.164521169262588,0.980130781967875,0.902878845001868,0.862082447406623,0.563446412273222,0.572621588701639,0.995513224827709,0.662616674419747,0.665716093698891,0.627097216467232,0.498900158186194,0.595857323954049,NA,0.536747632921382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,0.038385155169717,0.477259551401275,0.62167253348956,0.549609473725388,0.426404829812047,0.457886906307388,0.692692374360176,0.540177530400893,0.211286269988854,0.420313760744606,0.376169727564485,0.517262613435513,NA,0.447342634992288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,0,1,30,0.0332236153311912,0.501433565169217,0.571528301765429,0.421673133601015,0.44839516241849,0.40582357083103,0.744596435230294,0.406149640150237,0.18472741014389,0.37578208207607,0.376169727564485,0.611560460596154,NA,0.423277104217318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,0.0223981297256942,0.480434679011187,0.571528301765429,0.453983263166688,0.437705574737926,0.395524079076116,0.723599737036594,0.413902967113303,0.140104272549283,0.36181497245834,0.723584290397566,0.573066145280376,NA,0.395843322637935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0.21127166607315,0.575576808486314,0.813902633533927,0.70377042047607,0.612918102804928,0.57665094650025,0.982194694590921,0.543933863196936,0.4847634378872,0.597639005029224,0.527845058187138,0.675711628228848,NA,0.583400048267003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.392653358161433,0.505677608679357,0.479260957742556,0.292635262950187,0.458536319202623,0.465301621399143,NA,0.466311646082732,0.37447425493657,0.444442338593943,0.459249052507455,0.400168241880862,0.295482085101698,0.485008797223874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0.759853791966525,0.917247385398947,0.704597794427434,0.747754973871243,0.736696107137154,0.716708755017206,NA,0.740317978007021,0.821575189040981,0.776608886581858,0.706563827807748,0.618204492693973,0.56539807985407,0.736615494463389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,0.472677586065791,0.501433565169217,0.519822950296096,0.690026937096406,0.512926773773826,0.544050814749618,NA,0.574652821551572,0.538615990001349,0.510987015024278,0.519944543662057,0.507464715675771,0.650855537607577,0.519232511199661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,1,0,0,0,0,0,30,0.483216586872198,0.480434679011187,0.489933095035649,0.744869470697011,0.557544206470562,0.507385166561015,NA,0.554759365600269,0.513349218009695,0.477549827750488,0.468257702208435,0.614906859289872,0.518445413593555,0.472132748928253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,0.412495301404953,0.501433565169217,0.517304306556413,0.524589496310893,0.507857029038568,0.485916531965783,NA,0.466311646082732,0.461126334725696,0.463138980769665,0.81539879494062,0.526653840187776,0.595955870965547,0.513927070519095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,0.792489773926825,0.641238068425471,0.781529361476296,0.731718956326547,0.79256220030086,0.817464159136517,NA,0.691252065966206,0.781935507428927,0.819472340375822,0.781843288681211,0.678236575905276,0.686413731393382,0.833043041743865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.458238633773599,0.464066636523113,0.495755302094485,0.162813074485464,0.451833670155163,0.357446443910303,0.700555531585704,0.406149640150237,0.105274462086424,0.386756440869214,0.46055808720168,0.133711191858332,0.501555671814552,0.38577499494584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0.805312841941094,0.879645717196063,0.84249700538946,0.685445433656905,0.502653854764635,0.43367734907678,0.989109350864997,0.46052780517989,0.262040276477628,0.656573284946999,0.452588255755311,0.524187373396443,0.582229817730716,0.451081592904749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0.47172072774266,0.480434679011187,0.524755528770447,0.330275057477557,0.458536319202623,0.410766347988573,0.679282023403443,0.528420181023451,0.129967916621518,0.397189966423519,0.470767306645958,0.0999850233393203,0.406905562930355,0.40542031251293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0.434243353953178,0.464066636523113,0.501392645621287,0.194439727265823,0.406004355835727,0.378915078505048,0.692515970385661,0.46052780517989,0.102349688528126,0.384606597721195,0.470767306645958,0.126638863526783,0.331981442080431,0.400690219646667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,0.408346611544758,0.48664720656636,0.450311412216237,0,0.41441878364046,0.373030674467176,0.690913528923146,0.398051609799041,0.180654537195151,0.405181772653931,0.777358465283436,0.103990368394517,0.313967777127418,0.423277104217318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0.798340679324724,0.512569430602577,0.780380092697102,0.596374412315753,0.525059979767107,0.410766347988573,0.949193760376236,0.46052780517989,0.231728659840881,0.637821418431109,0.444328549488881,0.351274777830953,0.510818345990048,0.418962878784836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0.407222742622056,0.512569430602577,0.54212063361754,0.31234843009335,0.517869761517178,0.564290156476463,0.504511905634968,0.536342111132537,0.559093984150348,0.529213978896347,0.545575704409511,0.468992503256687,0.361965945699003,0.561456585245493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,0.751413089607382,1,1,0.946363041280165,0.928994508901251,0.926164670687098,0.94298042707457,1,0.797990075072238,0.967081495889784,0.92987837461959,0.766725014633712,0.846228281668137,0.882784466210107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,0.484821736051375,0.533242524156175,0.615944249419678,0.67073233300365,0.605224166546359,0.63872884952649,0.539022403237806,0.637735932605683,0.615536052508346,0.620107878009965,0.61270149343088,0.583320796904732,0.699445950328909,0.660455731959374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,1,0,0,0,0,0,0,30,0.56198628023828,0.549827816732427,0.610024987749795,0.733955911180761,0.605224166546359,0.631459558654277,0.547422452755011,0.679273763637307,0.683190921742978,0.582916323739616,0.604540727218675,0.704855539606284,0.691180620353748,0.596186199901841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,0.409463000419127,0.530764841142179,0.565830655501924,0.638786811098186,0.561498522512833,0.593771709455137,0.512943694402618,0.677496425771722,0.702388822067716,0.559662176855784,0.849390379255593,0.520436523638905,0.561126642696532,0.573728665817134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,0.824595930928001,0.734008283799996,0.983344153337412,0.901748264744292,0.949275296928377,0.969866286390963,0.882229939158667,0.894132049200475,0.944747815803297,0.964582031355093,0.967564734684299,0.836968463869342,0.868746051044587,0.974578653047781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0.700983021319941,0.562014505719799,0.719014032493045,0.651787712967185,0.672419166334012,0.663388850938165,0.748511261130881,0.603630541453057,0.709581859478829,0.705493987771855,0.67280210813879,0.561537535977017,0.665171360336583,0.688884505362667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,0.764272646331486,0.907160008557368,0.948751334799335,0.679007292930889,0.970161105928114,0.94236720731661,1,0.778933803894322,1,0.966251614756982,0.975544222666517,0.784282476433404,0.658360894370879,0.959893473462799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,1,0,0,0,0,0,0,0,0,0,30,0.739091080931127,0.636725960848308,0.803078365938432,0.791905853545699,0.798553847051249,0.821230332588578,0.80162943956239,0.775837258755383,0.823949473002965,0.809832439173808,0.786862650775596,0.668946401499533,0.798914676097274,0.800924327624495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,1,0,0,0,0,0,0,0,30,0.740024034302396,0.642721238315184,0.791551160025193,0.877462547765503,0.73426023388567,0.771427482029534,0.800721794308218,0.776875299661555,0.865989240022251,0.778635291819123,0.713525810173416,0.648063777446721,0.893248083760189,0.748362807030109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,1,0,0,0,0,0,0,0,0,30,0.639896231468586,0.583515389884109,0.737559018697921,0.628078646092645,0.722478327341388,0.754665998390966,0.759114036072737,0.760647156926374,0.727176013906556,0.764025517878946,0.897606512283912,0.544342222493721,0.433070374235328,0.725039525534766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0.76670389847959,0.675547125396058,0.779802656720539,0.711602844187761,0.741479627846683,0.743667839171036,0.923978154784267,0.864044588064568,0.916759337221518,0.792931117988513,0.734000647017532,0.49861592175336,0.476243651734185,0.715645897985387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.417739604756737,0.465760852410789,0.404095179204295,0.174549810314273,0.343311564105287,0.395524079076116,0.506997737061549,0.417659299909347,0.152145587946745,0.390991736674725,0.303132654750277,0,0.28394210185441,0.393374241586773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0.738270468230533,0.87217746352771,0.492868061138312,0.449895257708637,0.455213397094133,0.495423393179998,0.917439586213071,0.487768851431514,0.34944272064588,0.57777215827515,0.404596391423426,0.20482453377188,0.355305777322736,0.491143338843084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.545021587979424,0.483563452734642,0.442754467220595,0.350794384876349,0.362958417538825,0.400745358403216,0.508216850733974,0.466311646082732,0.192651641907404,0.457088348246684,0.334761422477215,0.0651013275496091,0.618694231534642,0.423277104217318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,1,0,0,30,0.386228276394328,0.467441780194005,0.408830430664615,0.106554650304931,0.373366568571987,0.395524079076116,0.503244348970321,0.477355978165468,0.204022518750522,0.36181497245834,0.28968986231571,0.0294305141399577,0,0.400690219646667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0.397651754823057,0.470764593943032,0.426601390331977,0.228316486012216,0.340338437230135,0.395524079076116,0.503244348970321,0.448378258263982,0.16355617182526,0.36181497245834,0.295162823303908,0.0504965126987633,0.422720601109417,0.395843322637935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,0.745852651104808,0.501433565169217,0.504145590789024,0.436800860133972,0.480353146566325,0.52399416713211,0.921960351237891,0.520138041827619,0.424106632879133,0.61580079262149,0.426849397120535,0.177852638594299,0.496878327287188,0.513927070519095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
